medicine_id,medicine_name,category,company,dosage_mg,pack_size,manufacturing_cost,import_status,demand_level,expiry_months,prescription_required,price
3613,Histacin,Syrup,Square,50,5,24.55,Imported,High,6,1,182.51
3614,Ceevit,Tablet,Incepta,50,10,69.07,Imported,High,11,1,309.34
3615,Seclo,Injection,NovoNordisk,1000,5,62.84,Imported,Medium,12,0,194.23
3616,Ceevit,Tablet,Incepta,50,5,68.52,Imported,Medium,31,0,248.89
3617,Napa,Injection,Square,100,5,89.39,Imported,High,10,0,336.14
3618,Seclo,Injection,Square,500,10,150.8,Imported,Low,30,1,337.45
3619,Histacin,Injection,NovoNordisk,1000,10,190.05,Local,Medium,8,1,421.94
3620,Paracetamol,Injection,Renata,500,10,84.76,Local,Medium,34,0,190.08
3621,Histacin,Capsule,NovoNordisk,1000,10,41.96,Imported,Low,7,0,221.99
3622,Paracetamol,Injection,Renata,250,20,139.64,Imported,Low,16,0,353.44
3623,Paracetamol,Tablet,NovoNordisk,250,10,57.29,Imported,High,28,1,254.57
3624,Paracetamol,Tablet,Renata,250,5,124.6,Imported,Medium,32,0,325.47
3625,Seclo,Capsule,Renata,1000,5,188.44,Imported,High,22,1,559.9
3626,Ace,Syrup,Incepta,500,1,37.07,Local,High,6,1,129.41
3627,Napa,Tablet,NovoNordisk,1000,20,52.61,Imported,Low,18,1,193.63
3628,Napa,Tablet,Incepta,500,20,40.44,Imported,Low,16,0,173.17
3629,Ceevit,Tablet,Incepta,500,1,77.61,Imported,Medium,33,1,246.67
3630,Ceevit,Injection,NovoNordisk,100,10,62.49,Imported,Medium,13,1,146.8
3631,Napa,Tablet,Renata,100,5,17.09,Imported,Low,8,0,166.0
3632,Insulin,Syrup,NovoNordisk,500,10,100.89,Local,Medium,16,0,136.9
3633,Ace,Syrup,Beximco,500,1,60.95,Local,Low,14,1,106.5
3634,Paracetamol,Tablet,Square,1000,20,45.34,Imported,Medium,34,1,168.9
3635,Histacin,Tablet,Square,500,20,186.04,Local,Medium,8,0,253.91
3636,Ceevit,Tablet,Square,250,5,139.21,Local,Medium,30,1,202.12
3637,Histacin,Capsule,Square,1000,20,196.46,Imported,Medium,23,0,603.41
3638,Ace,Injection,Beximco,500,5,141.93,Local,Low,17,0,265.87
3639,Paracetamol,Injection,Renata,500,10,174.95,Imported,High,23,1,502.99
3640,Napa,Capsule,Beximco,500,20,106.06,Local,Medium,9,0,240.45
3641,Paracetamol,Syrup,Square,500,1,68.39,Imported,High,28,0,274.07
3642,Histacin,Injection,Renata,250,10,120.78,Local,Medium,30,1,226.93
3643,Napa,Tablet,NovoNordisk,250,10,69.0,Local,High,15,1,152.17
3644,Insulin,Tablet,NovoNordisk,250,10,71.22,Imported,Low,29,0,234.42
3645,Ace,Syrup,NovoNordisk,50,1,13.03,Local,Medium,36,1,18.09
3646,Ceevit,Injection,Square,1000,10,68.58,Local,Low,29,0,101.66
3647,Ace,Injection,Square,100,5,46.55,Imported,Low,30,0,194.62
3648,Histacin,Injection,Renata,1000,20,34.39,Local,Medium,25,0,56.26
3649,Paracetamol,Syrup,NovoNordisk,250,5,85.73,Local,High,13,1,221.32
3650,Ace,Injection,Renata,500,10,93.38,Local,Medium,17,1,156.77
3651,Insulin,Syrup,NovoNordisk,250,1,68.56,Local,High,22,0,128.3
3652,Seclo,Syrup,Beximco,50,20,162.49,Imported,Medium,34,0,388.35
3653,Ace,Tablet,NovoNordisk,100,10,159.24,Imported,Low,14,1,400.4
3654,Napa,Capsule,Incepta,1000,5,101.24,Imported,Low,25,0,275.46
3655,Ace,Injection,Renata,100,10,78.86,Imported,Medium,14,0,204.97
3656,Paracetamol,Syrup,Square,250,1,68.74,Imported,High,22,0,245.97
3657,Paracetamol,Syrup,Beximco,1000,5,15.61,Local,High,20,0,69.77
3658,Ace,Capsule,NovoNordisk,250,5,137.51,Local,Low,32,1,253.94
3659,Seclo,Tablet,NovoNordisk,250,10,167.38,Local,Low,20,0,353.71
3660,Paracetamol,Capsule,Incepta,250,20,80.28,Imported,Low,27,0,294.31
3661,Ceevit,Capsule,Beximco,1000,20,162.24,Imported,High,20,0,541.7
3662,Ceevit,Capsule,Square,500,20,100.69,Local,High,7,1,205.3
3663,Ace,Syrup,Beximco,100,20,14.61,Local,Medium,18,0,27.43
3664,Insulin,Tablet,Renata,100,5,21.64,Imported,Medium,32,0,141.03
3665,Napa,Capsule,Beximco,100,20,125.98,Imported,Low,13,1,298.86
3666,Paracetamol,Syrup,Square,100,1,46.6,Local,High,20,0,93.64
3667,Seclo,Tablet,Incepta,250,1,140.81,Local,High,8,1,242.76
3668,Seclo,Capsule,Beximco,500,1,13.57,Local,High,14,0,70.8
3669,Ceevit,Capsule,Renata,500,5,22.99,Local,High,17,1,57.75
3670,Ceevit,Capsule,Renata,1000,20,148.01,Local,Low,31,0,276.45
3671,Seclo,Syrup,NovoNordisk,100,5,184.39,Imported,Medium,6,1,567.91
3672,Napa,Tablet,Square,100,1,190.16,Imported,Low,33,0,560.3
3673,Insulin,Injection,Renata,1000,20,81.69,Local,High,21,0,180.77
3674,Ceevit,Injection,Incepta,1000,10,93.29,Imported,Low,33,1,257.48
3675,Insulin,Tablet,Square,100,10,71.37,Imported,Medium,9,1,217.26
3676,Ace,Injection,Incepta,500,5,100.05,Imported,Medium,14,0,293.5
3677,Seclo,Syrup,Renata,50,5,31.68,Imported,Medium,11,0,188.75
3678,Seclo,Tablet,Renata,100,1,124.5,Imported,Low,10,0,286.1
3679,Ace,Tablet,NovoNordisk,250,10,12.25,Local,Medium,26,0,19.68
3680,Napa,Tablet,Renata,500,5,75.05,Imported,High,27,1,338.17
3681,Histacin,Capsule,Beximco,1000,1,46.1,Local,Medium,6,1,90.89
3682,Ace,Injection,Renata,100,20,158.81,Imported,High,27,0,430.76
3683,Ace,Syrup,Beximco,50,5,19.05,Imported,Low,24,0,95.35
3684,Ceevit,Tablet,Renata,250,20,92.85,Local,High,32,0,241.87
3685,Ceevit,Capsule,Renata,250,1,131.52,Local,High,20,0,320.13
3686,Paracetamol,Syrup,Beximco,250,5,53.11,Imported,Low,15,1,192.69
3687,Insulin,Injection,Beximco,100,5,179.42,Local,Low,6,1,387.37
3688,Ceevit,Capsule,Renata,250,5,25.95,Imported,High,23,1,187.43
3689,Insulin,Capsule,Incepta,500,20,100.23,Local,Medium,35,0,217.67
3690,Ace,Injection,Incepta,50,5,136.92,Imported,High,34,1,469.61
3691,Paracetamol,Capsule,Beximco,100,5,57.57,Local,High,30,0,119.49
3692,Histacin,Capsule,Beximco,1000,5,121.64,Imported,Low,24,1,371.88
3693,Seclo,Tablet,NovoNordisk,250,20,90.1,Local,Low,22,1,186.86
3694,Histacin,Capsule,NovoNordisk,250,1,107.09,Local,Low,8,1,246.17
3695,Ceevit,Capsule,Incepta,250,5,54.21,Imported,Medium,26,0,244.92
3696,Ceevit,Capsule,NovoNordisk,100,5,25.8,Local,Medium,19,1,61.29
3697,Seclo,Syrup,NovoNordisk,250,20,154.94,Local,Low,16,1,275.91
3698,Napa,Capsule,Beximco,1000,5,113.14,Local,Low,22,0,247.36
3699,Ceevit,Syrup,Renata,100,10,116.68,Local,High,35,0,254.88
3700,Ace,Tablet,NovoNordisk,1000,10,49.27,Local,Medium,17,0,118.24
3701,Napa,Syrup,Beximco,250,10,169.04,Local,Medium,28,1,352.05
3702,Histacin,Syrup,Beximco,500,10,182.76,Local,Medium,18,0,344.18
3703,Napa,Capsule,Beximco,50,10,198.87,Local,Low,33,0,262.95
3704,Insulin,Capsule,Renata,500,10,90.82,Imported,Medium,30,0,305.06
3705,Insulin,Capsule,NovoNordisk,50,20,21.19,Imported,Low,29,0,171.65
3706,Histacin,Syrup,Square,500,20,23.24,Local,Medium,26,0,35.2
3707,Insulin,Tablet,Renata,100,10,172.31,Local,Medium,34,1,309.69
3708,Insulin,Syrup,Beximco,500,10,69.57,Local,Medium,13,0,119.64
3709,Ace,Injection,Beximco,1000,1,145.99,Local,Medium,24,1,220.37
3710,Ace,Tablet,NovoNordisk,500,20,148.62,Imported,High,16,1,327.11
3711,Paracetamol,Syrup,Renata,1000,5,119.5,Local,Medium,26,0,250.04
3712,Seclo,Tablet,Renata,50,1,148.96,Imported,Low,16,0,438.75
3713,Histacin,Injection,Incepta,50,1,29.35,Local,High,17,1,93.89
3714,Ace,Capsule,NovoNordisk,100,5,72.05,Local,Medium,11,1,94.75
3715,Napa,Injection,NovoNordisk,100,20,100.52,Imported,Medium,17,1,333.4
3716,Ceevit,Capsule,NovoNordisk,100,10,171.23,Imported,Low,31,0,402.23
3717,Paracetamol,Syrup,Renata,500,20,191.8,Imported,Low,34,0,431.76
3718,Ace,Tablet,NovoNordisk,100,1,55.46,Imported,High,10,1,252.07
3719,Paracetamol,Capsule,Renata,500,1,97.63,Imported,Low,34,0,327.62
3720,Insulin,Tablet,Renata,1000,1,197.77,Imported,High,30,0,371.06
3721,Seclo,Injection,NovoNordisk,50,20,93.96,Imported,Medium,30,0,255.58
3722,Ace,Tablet,NovoNordisk,1000,5,13.52,Imported,Low,13,1,75.77
3723,Ceevit,Tablet,Beximco,500,1,76.11,Local,Low,13,0,141.97
3724,Ceevit,Injection,NovoNordisk,1000,1,153.46,Local,Medium,6,1,334.74
3725,Insulin,Syrup,Renata,100,20,141.01,Imported,Low,36,1,297.32
3726,Ace,Capsule,Incepta,100,5,143.03,Local,High,14,0,253.59
3727,Ace,Injection,Incepta,100,10,190.69,Local,Medium,20,1,290.83
3728,Histacin,Tablet,NovoNordisk,500,20,59.88,Imported,Medium,30,0,173.23
3729,Paracetamol,Syrup,Renata,250,10,134.77,Local,Low,13,1,334.25
3730,Ceevit,Syrup,Square,1000,10,107.51,Imported,Medium,30,1,323.61
3731,Paracetamol,Tablet,Square,50,5,101.48,Local,Medium,15,1,209.13
3732,Histacin,Tablet,Incepta,500,1,99.64,Imported,Low,25,0,269.73
3733,Seclo,Syrup,Incepta,50,20,123.99,Imported,Medium,29,1,341.2
3734,Ace,Syrup,Incepta,500,10,27.61,Imported,Low,23,1,170.61
3735,Paracetamol,Tablet,Beximco,50,5,79.73,Imported,High,33,1,257.78
3736,Ace,Tablet,Square,500,5,51.49,Imported,High,14,0,176.71
3737,Insulin,Syrup,NovoNordisk,500,1,184.07,Local,High,25,0,352.24
3738,Seclo,Injection,Beximco,100,20,148.99,Local,Medium,15,0,208.29
3739,Paracetamol,Injection,NovoNordisk,50,1,19.0,Imported,Low,27,1,173.07
3740,Paracetamol,Injection,Incepta,500,1,167.13,Imported,Low,7,1,342.03
3741,Ceevit,Injection,Incepta,500,1,94.02,Local,Low,29,0,166.04
3742,Seclo,Injection,Square,1000,20,130.0,Imported,Low,21,1,441.9
3743,Ceevit,Capsule,Incepta,100,5,174.1,Local,Medium,13,0,324.41
3744,Histacin,Capsule,Renata,1000,10,173.3,Local,Medium,10,1,242.17
3745,Paracetamol,Tablet,Square,500,10,125.36,Imported,High,29,1,385.02
3746,Seclo,Tablet,Beximco,250,5,138.12,Local,Medium,33,0,251.39
3747,Ace,Tablet,Incepta,250,1,54.59,Local,Medium,12,0,72.49
3748,Insulin,Tablet,Beximco,100,1,105.02,Imported,Low,19,1,292.23
3749,Seclo,Injection,NovoNordisk,1000,10,124.21,Local,Low,32,0,221.43
3750,Histacin,Capsule,Renata,100,5,175.07,Local,High,10,1,326.15
3751,Histacin,Syrup,Renata,50,10,108.22,Local,Medium,30,0,245.07
3752,Seclo,Syrup,Beximco,100,10,36.09,Imported,High,24,0,154.6
3753,Insulin,Syrup,Renata,1000,5,147.28,Local,Low,26,1,264.31
3754,Insulin,Tablet,Incepta,250,10,179.41,Imported,Medium,35,1,415.27
3755,Insulin,Syrup,Beximco,500,10,153.72,Local,Low,11,1,263.96
3756,Histacin,Injection,Square,100,5,159.98,Imported,High,20,0,491.22
3757,Paracetamol,Injection,Renata,500,10,27.58,Local,Low,9,1,45.27
3758,Ace,Injection,Beximco,50,20,89.21,Local,Low,23,1,158.88
3759,Ace,Capsule,Beximco,100,10,23.93,Imported,Low,28,1,156.87
3760,Ace,Syrup,Square,100,1,46.85,Local,High,33,1,134.91
3761,Napa,Injection,Beximco,500,5,150.11,Imported,Medium,6,0,374.7
3762,Paracetamol,Capsule,Incepta,100,20,47.68,Local,High,18,1,112.01
3763,Insulin,Syrup,Renata,250,5,146.27,Local,Medium,21,1,220.06
3764,Histacin,Injection,NovoNordisk,50,10,178.68,Imported,High,17,1,448.69
3765,Insulin,Tablet,Square,1000,1,20.8,Local,Medium,19,0,40.41
3766,Paracetamol,Capsule,Square,100,1,35.97,Local,Low,32,1,47.4
3767,Histacin,Injection,Renata,500,10,189.24,Imported,Low,31,0,362.67
3768,Seclo,Syrup,Renata,100,1,150.35,Imported,High,32,1,318.71
3769,Histacin,Tablet,Renata,100,1,34.69,Imported,Low,14,0,202.43
3770,Seclo,Capsule,NovoNordisk,250,1,176.03,Local,High,28,0,357.94
3771,Insulin,Syrup,NovoNordisk,1000,5,19.65,Imported,High,9,1,157.63
3772,Seclo,Syrup,Beximco,100,10,78.57,Imported,Medium,16,1,277.23
3773,Ace,Capsule,NovoNordisk,50,10,134.24,Local,Low,15,0,213.2
3774,Ace,Syrup,Beximco,500,10,62.42,Imported,High,36,0,226.56
3775,Paracetamol,Injection,NovoNordisk,100,10,59.9,Local,Low,35,0,148.91
3776,Ace,Injection,Beximco,250,20,10.4,Local,Medium,34,0,20.18
3777,Ace,Tablet,Renata,1000,20,111.34,Local,Medium,33,1,248.48
3778,Paracetamol,Tablet,Square,1000,1,114.54,Local,Low,6,1,162.57
3779,Napa,Injection,Renata,100,5,127.55,Imported,Low,25,1,450.4
3780,Ace,Tablet,Square,50,10,42.4,Imported,Medium,15,0,224.49
3781,Histacin,Syrup,Incepta,500,20,164.11,Local,High,27,0,296.07
3782,Ceevit,Capsule,Beximco,500,1,161.33,Imported,High,29,1,445.23
3783,Ceevit,Syrup,Beximco,500,5,119.26,Imported,Medium,36,0,322.63
3784,Ceevit,Syrup,Beximco,500,10,95.81,Imported,High,15,1,343.88
3785,Ace,Syrup,NovoNordisk,500,20,35.06,Local,Low,10,1,51.12
3786,Ace,Tablet,Renata,500,5,181.84,Local,Low,32,1,309.01
3787,Ace,Syrup,Incepta,100,20,65.07,Local,High,10,1,115.39
3788,Histacin,Injection,Renata,100,1,126.03,Imported,Medium,35,1,365.98
3789,Insulin,Tablet,Beximco,100,1,60.45,Imported,Low,21,1,263.55
3790,Napa,Syrup,Square,50,20,195.31,Imported,High,17,0,529.08
3791,Histacin,Capsule,NovoNordisk,50,5,194.57,Imported,High,22,0,525.95
3792,Seclo,Injection,Beximco,250,1,57.38,Imported,Low,19,0,237.48
3793,Insulin,Tablet,Square,100,5,16.43,Imported,Medium,7,0,84.92
3794,Ceevit,Tablet,Beximco,1000,5,137.05,Local,Low,34,0,310.09
3795,Insulin,Syrup,NovoNordisk,1000,5,165.66,Imported,Medium,28,1,361.48
3796,Seclo,Syrup,Renata,250,20,85.48,Imported,High,28,0,317.2
3797,Insulin,Syrup,NovoNordisk,250,1,141.08,Local,High,30,1,387.37
3798,Paracetamol,Syrup,Square,1000,1,98.95,Imported,High,16,0,288.48
3799,Histacin,Tablet,Beximco,50,20,89.49,Imported,High,23,0,262.62
3800,Napa,Capsule,Incepta,500,20,10.45,Local,Low,25,0,22.2
3801,Seclo,Injection,NovoNordisk,100,1,156.29,Imported,Medium,27,0,466.36
3802,Napa,Injection,Renata,500,1,118.06,Local,Low,19,1,194.76
3803,Seclo,Syrup,Renata,1000,20,48.4,Local,Medium,29,1,86.66
3804,Ace,Injection,Incepta,100,20,118.21,Local,Low,14,0,207.41
3805,Insulin,Tablet,Incepta,1000,5,105.79,Imported,High,30,1,330.55
3806,Napa,Injection,Renata,250,20,147.81,Imported,Low,8,0,437.76
3807,Histacin,Injection,Renata,100,5,37.51,Imported,Medium,13,1,170.0
3808,Ceevit,Capsule,Square,100,5,19.67,Local,High,28,1,71.03
3809,Insulin,Syrup,Renata,250,5,42.48,Local,Medium,17,1,95.93
3810,Seclo,Tablet,Square,50,20,72.38,Local,High,7,0,186.73
3811,Paracetamol,Tablet,Beximco,100,20,71.56,Imported,High,15,0,251.08
3812,Insulin,Injection,Beximco,250,5,144.23,Local,Medium,16,1,232.16
3813,Histacin,Syrup,Renata,100,20,139.18,Local,Medium,9,1,261.79
3814,Ceevit,Injection,Square,1000,5,124.64,Local,Low,33,1,205.86
3815,Ace,Capsule,Beximco,50,20,129.63,Local,High,25,0,261.26
3816,Napa,Tablet,Renata,100,5,164.98,Local,Medium,8,1,247.92
3817,Insulin,Capsule,Square,250,5,174.23,Local,Medium,32,0,227.28
3818,Ceevit,Capsule,Incepta,500,10,102.57,Local,Low,35,1,234.89
3819,Napa,Injection,NovoNordisk,250,5,27.19,Local,Medium,9,1,52.53
3820,Seclo,Injection,Incepta,250,1,127.85,Local,High,26,1,324.44
3821,Paracetamol,Injection,Incepta,1000,20,192.35,Imported,Medium,13,0,469.98
3822,Insulin,Injection,Beximco,100,5,157.36,Imported,High,26,0,347.81
3823,Ace,Injection,Square,500,1,90.13,Local,Medium,29,1,141.98
3824,Insulin,Tablet,Square,500,1,31.68,Local,High,32,0,84.07
3825,Insulin,Syrup,Renata,100,1,126.4,Imported,High,31,1,454.22
3826,Insulin,Capsule,Incepta,100,20,153.47,Local,High,15,0,365.71
3827,Napa,Capsule,Beximco,500,5,110.49,Imported,Medium,19,0,339.42
3828,Paracetamol,Capsule,Square,50,20,178.4,Local,High,29,0,438.77
3829,Napa,Capsule,NovoNordisk,250,1,143.38,Imported,Low,10,0,323.95
3830,Ceevit,Syrup,NovoNordisk,250,20,46.64,Imported,High,27,1,197.94
3831,Insulin,Injection,NovoNordisk,100,1,172.37,Imported,Low,22,1,519.58
3832,Ceevit,Capsule,Beximco,1000,5,170.53,Local,Low,16,1,422.59
3833,Ace,Capsule,NovoNordisk,250,1,171.95,Imported,High,11,0,452.46
3834,Seclo,Tablet,Square,100,5,74.94,Local,Medium,15,0,138.29
3835,Insulin,Tablet,Square,250,1,164.16,Imported,High,8,0,490.6
3836,Histacin,Syrup,Square,250,5,94.42,Local,High,16,1,163.28
3837,Paracetamol,Capsule,Beximco,1000,20,196.86,Local,Medium,35,1,310.66
3838,Paracetamol,Capsule,NovoNordisk,1000,20,33.61,Imported,High,20,1,250.74
3839,Napa,Tablet,Square,100,20,182.75,Imported,Medium,36,1,420.65
3840,Paracetamol,Capsule,Incepta,250,1,146.73,Imported,Medium,35,0,475.56
3841,Napa,Capsule,Incepta,500,1,126.65,Imported,Low,35,0,446.49
3842,Ace,Tablet,Renata,1000,1,100.39,Local,Medium,19,1,195.93
3843,Insulin,Syrup,Square,50,20,50.3,Local,Medium,19,1,106.79
3844,Napa,Tablet,Beximco,500,20,45.57,Imported,Medium,16,0,124.13
3845,Seclo,Syrup,Beximco,50,10,137.71,Local,Low,33,1,194.43
3846,Seclo,Capsule,Square,1000,20,88.92,Imported,High,15,1,301.54
3847,Napa,Capsule,NovoNordisk,250,1,45.09,Local,Low,26,0,91.65
3848,Histacin,Capsule,Incepta,250,20,23.7,Local,High,33,0,73.84
3849,Paracetamol,Tablet,Beximco,500,10,172.9,Local,Medium,16,1,281.11
3850,Histacin,Capsule,Incepta,500,20,116.85,Local,High,33,1,312.95
3851,Insulin,Injection,Renata,100,5,82.53,Imported,Low,30,0,292.11
3852,Histacin,Injection,Incepta,1000,20,181.3,Imported,Low,12,0,448.71
3853,Insulin,Capsule,Renata,500,20,56.69,Imported,Medium,15,0,272.82
3854,Paracetamol,Syrup,Renata,500,10,197.65,Local,Low,20,0,263.11
3855,Paracetamol,Syrup,Incepta,500,1,83.22,Imported,Medium,36,1,317.35
3856,Ceevit,Injection,Beximco,100,20,177.91,Imported,Low,7,1,406.25
3857,Insulin,Syrup,Beximco,100,5,155.48,Imported,High,8,0,511.93
3858,Seclo,Capsule,Beximco,1000,10,44.45,Local,High,9,0,117.67
3859,Histacin,Syrup,Renata,500,10,63.25,Imported,Medium,30,1,303.21
3860,Ceevit,Injection,Beximco,100,10,164.35,Imported,Medium,19,0,353.42
3861,Ace,Capsule,Renata,250,10,85.94,Local,Low,7,0,116.05
3862,Insulin,Capsule,NovoNordisk,500,10,71.73,Imported,Low,34,1,249.68
3863,Seclo,Tablet,Square,1000,20,172.17,Local,High,18,1,346.48
3864,Ace,Syrup,Beximco,1000,20,186.27,Local,High,16,0,478.22
3865,Seclo,Tablet,NovoNordisk,250,1,74.52,Imported,Medium,24,1,195.5
3866,Histacin,Capsule,NovoNordisk,500,1,137.15,Local,Medium,11,0,301.56
3867,Seclo,Capsule,Renata,100,1,82.04,Imported,Low,13,1,240.55
3868,Seclo,Injection,NovoNordisk,1000,20,117.66,Imported,Low,6,0,397.45
3869,Seclo,Injection,Square,1000,1,180.06,Imported,Low,36,0,542.69
3870,Seclo,Tablet,NovoNordisk,50,10,15.86,Local,Medium,7,0,29.67
3871,Paracetamol,Capsule,Beximco,500,20,56.51,Local,High,21,0,160.62
3872,Paracetamol,Tablet,Incepta,50,1,97.03,Imported,Low,25,0,346.43
3873,Napa,Injection,Renata,100,20,153.3,Imported,Low,22,1,461.68
3874,Ceevit,Tablet,Renata,1000,5,100.63,Local,Medium,33,1,171.46
3875,Paracetamol,Syrup,Incepta,1000,5,58.95,Imported,Low,17,1,182.16
3876,Insulin,Capsule,Renata,50,10,191.97,Local,Medium,13,0,349.96
3877,Insulin,Tablet,Renata,100,1,53.47,Local,High,18,0,130.85
3878,Ace,Syrup,Beximco,500,5,42.15,Local,High,16,1,106.7
3879,Seclo,Syrup,Beximco,50,20,74.93,Imported,High,22,0,275.48
3880,Histacin,Capsule,Renata,500,20,90.31,Imported,High,23,0,306.01
3881,Ceevit,Capsule,Renata,250,1,162.32,Imported,Low,7,0,324.3
3882,Ace,Syrup,Beximco,250,10,172.72,Local,Low,21,0,242.3
3883,Histacin,Tablet,Renata,1000,1,121.62,Local,High,10,0,224.84
3884,Histacin,Tablet,Renata,100,5,187.68,Local,Low,29,1,356.35
3885,Napa,Syrup,NovoNordisk,500,5,67.94,Local,High,29,0,182.31
3886,Histacin,Tablet,Beximco,250,1,17.91,Local,High,29,0,73.97
3887,Seclo,Capsule,Beximco,1000,1,73.45,Imported,Medium,18,1,208.65
3888,Paracetamol,Injection,Incepta,1000,20,127.84,Imported,Medium,8,1,403.34
3889,Seclo,Syrup,NovoNordisk,50,20,186.35,Imported,Low,6,0,568.86
3890,Histacin,Injection,Square,250,10,187.59,Imported,Medium,28,1,365.04
3891,Seclo,Injection,Renata,100,20,49.32,Imported,Medium,15,0,153.41
3892,Paracetamol,Tablet,Incepta,50,20,162.36,Local,Low,20,1,235.66
3893,Histacin,Capsule,Beximco,1000,5,167.83,Imported,Medium,24,0,431.36
3894,Seclo,Capsule,NovoNordisk,250,5,18.99,Local,High,33,0,85.71
3895,Ace,Syrup,Renata,100,10,143.4,Imported,Low,20,0,456.57
3896,Ace,Injection,Incepta,100,20,126.22,Imported,Medium,24,0,455.42
3897,Ace,Injection,Square,500,20,51.32,Imported,Medium,34,1,257.88
3898,Ace,Capsule,Incepta,1000,10,56.03,Local,Medium,34,0,81.57
3899,Paracetamol,Capsule,NovoNordisk,1000,5,61.4,Local,High,24,0,155.3
3900,Ceevit,Injection,NovoNordisk,250,10,46.24,Imported,Medium,22,0,190.72
3901,Paracetamol,Injection,Incepta,100,1,114.92,Local,Low,10,0,249.97
3902,Seclo,Syrup,Incepta,100,5,40.25,Local,Medium,34,1,71.7
3903,Insulin,Capsule,Renata,50,5,85.5,Local,Low,9,1,182.57
3904,Ceevit,Injection,Beximco,250,1,183.72,Imported,High,30,0,526.0
3905,Insulin,Capsule,Incepta,1000,10,172.02,Imported,Medium,36,0,395.96
3906,Paracetamol,Injection,Incepta,1000,1,124.5,Local,Low,22,0,241.28
3907,Insulin,Syrup,Renata,50,10,164.77,Imported,Medium,18,0,363.85
3908,Ceevit,Capsule,Beximco,500,10,12.57,Imported,High,35,0,147.41
3909,Ceevit,Syrup,Renata,250,20,152.17,Local,Low,25,1,316.08
3910,Napa,Injection,Incepta,500,10,80.3,Imported,Medium,34,1,274.68
3911,Seclo,Syrup,Renata,1000,1,143.62,Local,High,28,0,285.25
3912,Napa,Syrup,NovoNordisk,50,10,118.63,Imported,Medium,7,0,318.74
3913,Insulin,Tablet,Incepta,1000,10,172.15,Local,High,6,0,366.48
3914,Ceevit,Syrup,NovoNordisk,50,5,105.53,Imported,High,10,1,289.71
3915,Napa,Capsule,Square,100,1,114.15,Imported,Low,32,1,366.52
3916,Napa,Capsule,NovoNordisk,500,5,58.69,Local,Low,13,0,77.43
3917,Paracetamol,Syrup,NovoNordisk,1000,10,179.56,Local,Medium,12,1,362.82
3918,Ceevit,Syrup,Square,250,1,50.7,Local,Medium,9,0,84.07
3919,Napa,Tablet,Renata,500,5,99.12,Imported,High,28,1,315.01
3920,Seclo,Syrup,Beximco,50,20,60.27,Local,Low,30,0,147.59
3921,Histacin,Tablet,Beximco,50,5,41.03,Imported,Low,34,1,184.49
3922,Histacin,Syrup,Incepta,500,20,143.63,Imported,Low,16,0,344.23
3923,Histacin,Tablet,Beximco,500,20,86.37,Local,High,18,1,208.92
3924,Histacin,Capsule,Incepta,1000,20,85.52,Imported,High,29,1,365.04
3925,Ace,Injection,Beximco,50,5,62.98,Imported,Medium,21,1,241.76
3926,Ceevit,Capsule,Renata,100,10,151.29,Imported,Medium,23,0,319.82
3927,Ceevit,Syrup,NovoNordisk,100,20,124.82,Local,High,20,0,231.25
3928,Napa,Capsule,Incepta,50,20,121.05,Local,Medium,20,1,234.44
3929,Ace,Syrup,Beximco,500,5,130.0,Imported,Low,26,1,330.07
3930,Seclo,Injection,Renata,1000,5,101.96,Imported,High,13,1,291.95
3931,Ace,Syrup,Beximco,100,20,184.81,Local,Medium,16,0,358.99
3932,Napa,Syrup,Beximco,250,20,189.03,Imported,High,22,0,520.35
3933,Ace,Capsule,Beximco,1000,5,105.34,Imported,Low,28,1,315.53
3934,Paracetamol,Injection,Incepta,250,5,60.36,Imported,Low,26,0,215.42
3935,Paracetamol,Syrup,Renata,50,1,65.78,Local,High,8,0,174.13
3936,Ace,Tablet,NovoNordisk,500,10,193.86,Local,Medium,35,0,452.95
3937,Insulin,Syrup,Beximco,100,10,188.02,Imported,Medium,8,1,442.46
3938,Paracetamol,Capsule,Renata,500,1,64.28,Local,High,25,1,190.88
3939,Insulin,Injection,NovoNordisk,500,1,40.08,Imported,High,15,0,171.65
3940,Seclo,Tablet,Incepta,500,20,85.47,Local,Medium,13,0,209.74
3941,Ace,Injection,Square,1000,1,19.11,Imported,Medium,27,0,123.6
3942,Napa,Syrup,Square,500,10,49.02,Imported,Low,29,0,137.24
3943,Histacin,Capsule,Renata,50,5,73.87,Local,High,6,0,180.45
3944,Napa,Capsule,Beximco,500,10,191.75,Imported,Low,10,0,411.74
3945,Histacin,Capsule,Beximco,50,5,106.08,Local,Low,8,1,159.88
3946,Paracetamol,Tablet,Square,100,1,104.17,Local,High,25,1,226.31
3947,Insulin,Syrup,Renata,50,20,32.9,Local,Medium,36,0,49.48
3948,Insulin,Capsule,Square,1000,1,43.6,Imported,Low,11,1,168.94
3949,Napa,Syrup,Beximco,50,20,28.82,Imported,Low,12,0,148.46
3950,Seclo,Syrup,Incepta,250,1,10.86,Local,Medium,35,0,15.56
3951,Napa,Tablet,NovoNordisk,50,1,106.45,Imported,Low,12,1,258.79
3952,Ace,Tablet,Square,50,20,183.94,Imported,Medium,27,1,511.38
3953,Ace,Capsule,Beximco,50,10,192.84,Local,High,13,1,305.51
3954,Seclo,Capsule,Incepta,250,5,158.83,Imported,Medium,12,0,365.0
